Date	Open	Open	Open	Open	High	High	High	High	Low	Low	Low	Low	Close	Close	Close	Close	Volume	Volume	Volume	Volume
2018-05-18		30.72				30.72				30.72				26.28				0		
2018-05-21		30.92				30.92				30.92				26.45				0		
2018-05-22		30.8				30.8				30.8				26.35				0		
2018-05-23		30.87				30.87				30.87				26.41				0		
2018-05-24		30.85				30.85				30.85				26.39				0		
2018-05-25		30.79				30.79				30.79				26.34				0		
2018-05-29		30.46				30.46				30.46				26.06				0		
2018-05-30		30.86				30.86				30.86				26.4				0		
2018-05-31		30.59				30.59				30.59				26.17				0		
2018-06-01		30.86				30.86				30.86				26.4				0		
2018-06-04		30.96				30.96				30.96				26.49				0		
2018-06-05		31.01				31.01				31.01				26.53				0		
2018-06-06		31.25				31.25				31.25				26.74				0		
2018-06-07		31.27				31.27				31.27				26.75				0		
2018-06-08		31.41				31.41				31.41				26.87				0		
2018-06-11		31.47				31.47				31.47				26.92				0		
2018-06-12		31.56				31.56				31.56				27.0				0		
2018-06-13		31.39				31.39				31.39				26.86				0		
2018-06-14		31.47				31.47				31.47				26.92				0		
2018-06-15		31.47				31.47				31.47				26.92				0		
2018-06-18		31.43				31.43				31.43				26.89				0		
2018-06-19		31.3				31.3				31.3				26.78				0		
2018-06-20		31.38				31.38				31.38				26.85				0		
2018-06-21		31.2				31.2				31.2				26.69				0		
2018-06-22		31.28				31.28				31.28				26.76				0		
2018-06-25		30.94				30.94				30.94				26.47				0		
2018-06-26		30.97				30.97				30.97				26.5				0		
2018-06-27		30.7				30.7				30.7				26.27				0		
2018-06-28		30.82				30.82				30.82				26.37				0		
2018-06-29		30.85				30.85				30.85				26.39				0		
2018-07-02		30.87				30.87				30.87				26.41				0		
2018-07-03		30.83				30.83				30.83				26.38				0		
2018-07-05		31.08				31.08				31.08				26.59				0		
2018-07-06		31.32				31.32				31.32				26.8				0		
2018-07-09		31.56				31.56				31.56				27.0				0		
2018-07-10		31.63				31.63				31.63				27.06				0		
2018-07-11		31.38				31.38				31.38				26.85				0		
2018-07-12		31.56				31.56				31.56				27.0				0		
2018-07-13		31.59				31.59				31.59				27.03				0		
2018-07-16		31.49				31.49				31.49				26.94				0		
2018-07-17		31.6				31.6				31.6				27.04				0		
2018-07-18		31.67				31.67				31.67				27.1				0		
2018-07-19		31.66				31.66				31.66				27.09				0		
2018-07-20		31.56				31.56				31.56				27.0				0		
2018-07-23		31.57				31.57				31.57				27.01				0		
2018-07-24		31.55				31.55				31.55				26.99				0		
2018-07-25		31.82				31.82				31.82				27.22				0		
2018-07-26		31.93				31.93				31.93				27.32				0		
2018-07-27		31.74				31.74				31.74				27.16				0		
2018-07-30		31.61				31.61				31.61				27.04				0		
2018-07-31		31.84				31.84				31.84				27.24				0		
2018-08-01		31.62				31.62				31.62				27.05				0		
2018-08-02		31.75				31.75				31.75				27.16				0		
2018-08-03		31.91				31.91				31.91				27.3				0		
2018-08-06		31.98				31.98				31.98				27.36				0		
2018-08-07		32.05				32.05				32.05				27.42				0		
2018-08-08		31.99				31.99				31.99				27.37				0		
2018-08-09		31.96				31.96				31.96				27.34				0		
2018-08-10		31.74				31.74				31.74				27.16				0		
2018-08-13		31.58				31.58				31.58				27.02				0		
2018-08-14		31.84				31.84				31.84				27.24				0		
2018-08-15		31.62				31.62				31.62				27.05				0		
2018-08-16		31.88				31.88				31.88				27.28				0		
2018-08-17		32.05				32.05				32.05				27.42				0		
2018-08-20		32.2				32.2				32.2				27.55				0		
2018-08-21		32.29				32.29				32.29				27.63				0		
2018-08-22		32.21				32.21				32.21				27.56				0		
2018-08-23		32.14				32.14				32.14				27.5				0		
2018-08-24		32.31				32.31				32.31				27.64				0		
2018-08-27		32.5				32.5				32.5				27.81				0		
2018-08-28		32.52				32.52				32.52				27.82				0		
2018-08-29		32.65				32.65				32.65				27.93				0		
2018-08-30		32.44				32.44				32.44				27.75				0		
2018-08-31		32.44				32.44				32.44				27.75				0		
2018-09-04		32.42				32.42				32.42				27.74				0		
2018-09-05		32.44				32.44				32.44				27.75				0		
2018-09-06		32.37				32.37				32.37				27.69				0		
2018-09-07		32.26				32.26				32.26				27.6				0		
2018-09-10		32.38				32.38				32.38				27.7				0		
2018-09-11		32.41				32.41				32.41				27.73				0		
2018-09-12		32.46				32.46				32.46				27.77				0		
2018-09-13		32.6				32.6				32.6				27.89				0		
2018-09-14		32.64				32.64				32.64				27.93				0		
2018-09-17		32.53				32.53				32.53				27.83				0		
2018-09-18		32.68				32.68				32.68				27.96				0		
2018-09-19		32.67				32.67				32.67				27.95				0		
2018-09-20		32.87				32.87				32.87				28.12				0		
2018-09-21		32.91				32.91				32.91				28.16				0		
2018-09-24		32.67				32.67				32.67				27.95				0		
2018-09-25		32.57				32.57				32.57				27.87				0		
2018-09-26		32.44				32.44				32.44				27.75				0		
2018-09-27		32.45				32.45				32.45				27.76				0		
2018-09-28		32.51				32.51				32.51				27.81				0		
2018-10-01		32.52				32.52				32.52				27.82				0		
2018-10-02		32.46				32.46				32.46				27.77				0		
2018-10-03		32.47				32.47				32.47				27.78				0		
2018-10-04		32.24				32.24				32.24				27.58				0		
2018-10-05		32.09				32.09				32.09				27.45				0		
2018-10-08		32.12				32.12				32.12				27.48				0		
2018-10-09		31.98				31.98				31.98				27.36				0		
2018-10-10		31.05				31.05				31.05				26.56				0		
2018-10-11		30.38				30.38				30.38				25.99				0		
2018-10-12		30.65				30.65				30.65				26.22				0		
2018-10-15		30.63				30.63				30.63				26.21				0		
2018-10-16		31.24				31.24				31.24				26.73				0		
2018-10-17		31.17				31.17				31.17				26.67				0		
2018-10-18		30.77				30.77				30.77				26.33				0		
2018-10-19		30.69				30.69				30.69				26.26				0		
2018-10-22		30.49				30.49				30.49				26.09				0		
2018-10-23		30.3				30.3				30.3				25.92				0		
2018-10-24		29.48				29.48				29.48				25.22				0		
2018-10-25		29.87				29.87				29.87				25.56				0		
2018-10-26		29.41				29.41				29.41				25.16				0		
2018-10-29		29.41				29.41				29.41				25.16				0		
2018-10-30		29.99				29.99				29.99				25.66				0		
2018-10-31		30.17				30.17				30.17				25.81				0		
2018-11-01		30.61				30.61				30.61				26.19				0		
2018-11-02		30.49				30.49				30.49				26.09				0		
2018-11-05		30.71				30.71				30.71				26.27				0		
2018-11-06		30.93				30.93				30.93				26.46				0		
2018-11-07		31.42				31.42				31.42				26.88				0		
2018-11-08		31.37				31.37				31.37				26.84				0		
2018-11-09		31.11				31.11				31.11				26.62				0		
2018-11-12		30.62				30.62				30.62				26.2				0		
2018-11-13		30.61				30.61				30.61				26.19				0		
2018-11-14		30.41				30.41				30.41				26.02				0		
2018-11-15		30.67				30.67				30.67				26.24				0		
2018-11-16		30.77				30.77				30.77				26.33				0		
2018-11-19		30.36				30.36				30.36				25.97				0		
2018-11-20		29.85				29.85				29.85				25.54				0		
2018-11-21		30.02				30.02				30.02				25.68				0		
2018-11-23		29.92				29.92				29.92				25.6				0		
2018-11-26		30.33				30.33				30.33				25.95				0		
2018-11-27		30.35				30.35				30.35				25.97				0		
2018-11-28		30.91				30.91				30.91				26.45				0		
2018-11-29		30.81				30.81				30.81				26.36				0		
2018-11-30		30.99				30.99				30.99				26.51				0		
2018-12-03		31.32				31.32				31.32				26.8				0		
2018-12-04		30.36				30.36				30.36				25.97				0		
2018-12-06		30.27				30.27				30.27				25.9				0		
2018-12-07		29.63				29.63				29.63				25.35				0		
2018-12-10		29.57				29.57				29.57				25.3				0		
2018-12-11		29.54				29.54				29.54				25.27				0		
2018-12-12		29.7				29.7				29.7				25.41				0		
2018-12-13		29.57				29.57				29.57				25.3				0		
2018-12-14		29.14				29.14				29.14				24.93				0		
2018-12-17		28.5				28.5				28.5				24.38				0		
2018-12-18		27.62				27.62				27.62				24.35				0		
2018-12-19		27.2				27.2				27.2				23.98				0		
2018-12-20		26.77				26.77				26.77				23.6				0		
2018-12-21		26.3				26.3				26.3				23.18				0		
2018-12-24		25.6				25.6				25.6				22.57				0		
2018-12-26		26.77				26.77				26.77				23.6				0		
2018-12-27		27.0				27.0				27.0				23.8				0		
2018-12-28		26.94				26.94				26.94				23.75				0		
2018-12-31		27.16				27.16				27.16				23.94				0		
2019-01-02		27.17				27.17				27.17				23.95				0		
2019-01-03		26.65				26.65				26.65				23.49				0		
2019-01-04		27.54				27.54				27.54				24.28				0		
2019-01-07		27.82				27.82				27.82				24.52				0		
2019-01-08		28.12				28.12				28.12				24.79				0		
2019-01-09		28.32				28.32				28.32				24.96				0		
2019-01-10		28.5				28.5				28.5				25.12				0		
2019-01-11		28.53				28.53				28.53				25.15				0		
2019-01-14		28.38				28.38				28.38				25.02				0		
2019-01-15		28.58				28.58				28.58				25.19				0		
2019-01-16		28.65				28.65				28.65				25.26				0		
2019-01-17		28.91				28.91				28.91				25.48				0		
2019-01-18		29.35				29.35				29.35				25.87				0		
2019-01-22		28.94				28.94				28.94				25.51				0		
2019-01-23		28.93				28.93				28.93				25.5				0		
2019-01-24		29.09				29.09				29.09				25.64				0		
2019-01-25		29.4				29.4				29.4				25.92				0		
2019-01-28		29.27				29.27				29.27				25.8				0		
2019-01-29		29.31				29.31				29.31				25.84				0		
2019-01-30		29.63				29.63				29.63				26.12				0		
2019-01-31		29.83				29.83				29.83				26.3				0		
2019-02-01		29.91				29.91				29.91				26.37				0		
2019-02-04		30.07				30.07				30.07				26.51				0		
2019-02-05		30.19				30.19				30.19				26.61				0		
2019-02-06		30.16				30.16				30.16				26.59				0		
2019-02-07		29.94				29.94				29.94				26.39				0		
2019-02-08		29.99				29.99				29.99				26.44				0		
2019-02-11		30.08				30.08				30.08				26.52				0		
2019-02-12		30.45				30.45				30.45				26.84				0		
2019-02-13		30.58				30.58				30.58				26.96				0		
2019-02-14		30.51				30.51				30.51				26.89				0		
2019-02-15		30.85				30.85				30.85				27.19				0		
2019-02-19		30.91				30.91				30.91				27.25				0		
2019-02-20		31.01				31.01				31.01				27.34				0		
2019-02-21		30.89				30.89				30.89				27.23				0		
2019-02-22		31.07				31.07				31.07				27.39				0		
2019-02-25		31.07				31.07				31.07				27.39				0		
2019-02-26		30.99				30.99				30.99				27.32				0		
2019-02-27		30.99				30.99				30.99				27.32				0		
2019-02-28		30.92				30.92				30.92				27.26				0		
2019-03-01		31.13				31.13				31.13				27.44				0		
2019-03-04		30.98				30.98				30.98				27.31				0		
2019-03-05		30.89				30.89				30.89				27.23				0		
2019-03-06		30.61				30.61				30.61				26.98				0		
2019-03-07		30.38				30.38				30.38				26.78				0		
2019-03-08		30.29				30.29				30.29				26.7				0		
2019-03-11		30.68				30.68				30.68				27.04				0		
2019-03-12		30.77				30.77				30.77				27.12				0		
2019-03-13		30.96				30.96				30.96				27.29				0		
2019-03-14		30.92				30.92				30.92				27.26				0		
2019-03-15		31.03				31.03				31.03				27.35				0		
2019-03-18		31.17				31.17				31.17				27.48				0		
2019-03-19		31.1				31.1				31.1				27.41				0		
2019-03-20		30.91				30.91				30.91				27.25				0		
2019-03-21		31.3				31.3				31.3				27.59				0		
2019-03-22		30.66				30.66				30.66				27.03				0		
2019-03-25		30.67				30.67				30.67				27.04				0		
2019-03-26		30.93				30.93				30.93				27.26				0		
2019-03-27		30.83				30.83				30.83				27.18				0		
2019-03-28		31.0				31.0				31.0				27.33				0		
2019-03-29		31.2				31.2				31.2				27.5				0		
2019-04-01		31.58				31.58				31.58				27.84				0		
2019-04-02		31.56				31.56				31.56				27.82				0		
2019-04-03		31.65				31.65				31.65				27.9				0		
2019-04-04		31.75				31.75				31.75				27.99				0		
2019-04-05		31.96				31.96				31.96				28.17				0		
2019-04-08		31.98				31.98				31.98				28.19				0		
2019-04-09		31.71				31.71				31.71				27.95				0		
2019-04-10		31.89				31.89				31.89				28.11				0		
2019-04-11		31.92				31.92				31.92				28.14				0		
2019-04-12		32.19				32.19				32.19				28.38				0		
2019-04-15		32.11				32.11				32.11				28.31				0		
2019-04-16		32.1				32.1				32.1				28.3				0		
2019-04-17		31.93				31.93				31.93				28.15				0		
2019-04-18		31.99				31.99				31.99				28.2				0		
2019-04-22		31.91				31.91				31.91				28.13				0		
2019-04-23		32.21				32.21				32.21				28.39				0		
2019-04-24		32.2				32.2				32.2				28.38				0		
2019-04-25		32.02				32.02				32.02				28.23				0		
2019-04-26		32.21				32.21				32.21				28.39				0		
2019-04-29		32.21				32.21				32.21				28.39				0		
2019-04-30		32.32				32.32				32.32				28.49				0		
2019-05-01		32.0				32.0				32.0				28.21				0		
2019-05-02		31.99				31.99				31.99				28.2				0		
2019-05-03		32.28				32.28				32.28				28.45				0		
2019-05-06		32.12				32.12				32.12				28.31				0		
2019-05-07		31.61				31.61				31.61				27.86				0		
2019-05-08		31.56				31.56				31.56				27.82				0		
2019-05-09		31.52				31.52				31.52				27.78				0		
2019-05-10		31.65				31.65				31.65				27.9				0		
2019-05-13		30.87				30.87				30.87				27.21				0		
2019-05-14		31.17				31.17				31.17				27.48				0		
2019-05-15		31.26				31.26				31.26				27.56				0		
2019-05-16		31.48				31.48				31.48				27.75				0		
2019-05-17		31.27				31.27				31.27				27.56				0		
2019-05-20		31.08				31.08				31.08				27.4				0		
2019-05-21		31.41				31.41				31.41				27.69				0		
2019-05-22		31.25				31.25				31.25				27.55				0		
2019-05-23		30.86				30.86				30.86				27.2				0		
2019-05-24		30.91				30.91				30.91				27.25				0		
2019-05-28		30.59				30.59				30.59				26.97				0		
2019-05-29		30.37				30.37				30.37				26.77				0		
2019-05-30		30.42				30.42				30.42				26.82				0		
2019-05-31		30.08				30.08				30.08				26.52				0		
2019-06-03		30.25				30.25				30.25				26.67				0		
2019-06-04		30.92				30.92				30.92				27.26				0		
2019-06-05		31.16				31.16				31.16				27.47				0		
2019-06-06		31.3				31.3				31.3				27.59				0		
2019-06-07		31.52				31.52				31.52				27.78				0		
2019-06-10		31.63				31.63				31.63				27.88				0		
2019-06-11		31.59				31.59				31.59				27.85				0		
2019-06-12		31.54				31.54				31.54				27.8				0		
2019-06-13		31.74				31.74				31.74				27.98				0		
2019-06-14		31.65				31.65				31.65				27.9				0		
2019-06-17		31.61				31.61				31.61				27.86				0		
2019-06-18		31.91				31.91				31.91				28.13				0		
2019-06-19		32.03				32.03				32.03				28.23				0		
2019-06-20		32.31				32.31				32.31				28.48				0		
2019-06-21		32.23				32.23				32.23				28.41				0		
2019-06-24		32.09				32.09				32.09				28.29				0		
2019-06-25		31.89				31.89				31.89				28.11				0		
2019-06-26		31.84				31.84				31.84				28.07				0		
2019-06-27		32.05				32.05				32.05				28.25				0		
2019-06-28		32.33				32.33				32.33				28.5				0		
2019-07-01		32.54				32.54				32.54				28.68				0		
2019-07-02		32.53				32.53				32.53				28.68				0		
2019-07-03		32.82				32.82				32.82				28.93				0		
2019-07-05		32.78				32.78				32.78				28.9				0		
2019-07-08		32.59				32.59				32.59				28.73				0		
2019-07-09		32.59				32.59				32.59				28.73				0		
2019-07-10		32.63				32.63				32.63				28.76				0		
2019-07-11		32.69				32.69				32.69				28.82				0		
2019-07-12		32.93				32.93				32.93				29.03				0		
2019-07-15		32.89				32.89				32.89				28.99				0		
2019-07-16		32.83				32.83				32.83				28.94				0		
2019-07-17		32.55				32.55				32.55				28.69				0		
2019-07-18		32.68				32.68				32.68				28.81				0		
2019-07-19		32.53				32.53				32.53				28.68				0		
2019-07-22		32.54				32.54				32.54				28.68				0		
2019-07-23		32.83				32.83				32.83				28.94				0		
2019-07-24		33.05				33.05				33.05				29.13				0		
2019-07-25		32.83				32.83				32.83				28.94				0		
2019-07-26		32.99				32.99				32.99				29.08				0		
2019-07-29		32.91				32.91				32.91				29.01				0		
2019-07-30		32.92				32.92				32.92				29.02				0		
2019-07-31		32.61				32.61				32.61				28.75				0		
2019-08-01		32.18				32.18				32.18				28.37				0		
2019-08-02		31.93				31.93				31.93				28.15				0		
2019-08-05		31.01				31.01				31.01				27.34				0		
2019-08-06		31.36				31.36				31.36				27.64				0		
2019-08-07		31.4				31.4				31.4				27.68				0		
2019-08-08		31.98				31.98				31.98				28.19				0		
2019-08-09		31.7				31.7				31.7				27.94				0		
2019-08-12		31.27				31.27				31.27				27.56				0		
2019-08-13		31.67				31.67				31.67				27.92				0		
2019-08-14		30.71				30.71				30.71				27.07				0		
2019-08-15		30.72				30.72				30.72				27.08				0		
2019-08-16		31.2				31.2				31.2				27.5				0		
2019-08-19		31.58				31.58				31.58				27.84				0		
2019-08-20		31.32				31.32				31.32				27.61				0		
2019-08-21		31.57				31.57				31.57				27.83				0		
2019-08-22		31.59				31.59				31.59				27.85				0		
2019-08-23		30.73				30.73				30.73				27.09				0		
2019-08-26		31.01				31.01				31.01				27.34				0		
2019-08-27		30.85				30.85				30.85				27.19				0		
2019-08-28		31.11				31.11				31.11				27.42				0		
2019-08-29		31.52				31.52				31.52				27.78				0		
2019-08-30		31.58				31.58				31.58				27.84				0		
2019-09-03		31.37				31.37				31.37				27.65				0		
2019-09-04		31.73				31.73				31.73				27.97				0		
2019-09-05		32.19				32.19				32.19				28.38				0		
2019-09-06		32.27				32.27				32.27				28.45				0		
2019-09-09		32.44				32.44				32.44				28.6				0		
2019-09-10		32.61				32.61				32.61				28.75				0		
2019-09-11		32.86				32.86				32.86				28.97				0		
2019-09-12		32.89				32.89				32.89				28.99				0		
2019-09-13		32.91				32.91				32.91				29.01				0		
2019-09-16		32.93				32.93				32.93				29.03				0		
2019-09-17		32.92				32.92				32.92				29.02				0		
2019-09-18		32.88				32.88				32.88				28.98				0		
2019-09-19		32.79				32.79				32.79				28.9				0		
2019-09-20		32.67				32.67				32.67				28.8				0		
2019-09-23		32.69				32.69				32.69				28.82				0		
2019-09-24		32.43				32.43				32.43				28.59				0		
2019-09-25		32.61				32.61				32.61				28.75				0		
2019-09-26		32.54				32.54				32.54				28.68				0		
2019-09-27		32.41				32.41				32.41				28.57				0		
2019-09-30		32.57				32.57				32.57				28.71				0		
2019-10-01		32.06				32.06				32.06				28.26				0		
2019-10-02		31.47				31.47				31.47				27.74				0		
2019-10-03		31.69				31.69				31.69				27.93				0		
2019-10-04		32.05				32.05				32.05				28.25				0		
2019-10-07		31.89				31.89				31.89				28.11				0		
2019-10-08		31.34				31.34				31.34				27.63				0		
2019-10-09		31.6				31.6				31.6				27.86				0		
2019-10-10		31.83				31.83				31.83				28.06				0		
2019-10-11		32.28				32.28				32.28				28.45				0		
2019-10-14		32.21				32.21				32.21				28.39				0		
2019-10-15		32.49				32.49				32.49				28.64				0		
2019-10-16		32.43				32.43				32.43				28.59				0		
2019-10-17		32.54				32.54				32.54				28.68				0		
2019-10-18		32.51				32.51				32.51				28.66				0		
2019-10-21		32.75				32.75				32.75				28.87				0		
2019-10-22		32.76				32.76				32.76				28.88				0		
2019-10-23		32.86				32.86				32.86				28.97				0		
2019-10-24		32.88				32.88				32.88				28.98				0		
2019-10-25		32.98				32.98				32.98				29.07				0		
2019-10-28		33.08				33.08				33.08				29.16				0		
2019-10-29		33.16				33.16				33.16				29.23				0		
2019-10-30		33.16				33.16				33.16				29.23				0		
2019-10-31		32.98				32.98				32.98				29.07				0		
2019-11-01		33.39				33.39				33.39				29.43				0		
2019-11-04		33.58				33.58				33.58				29.6				0		
2019-11-05		33.57				33.57				33.57				29.59				0		
2019-11-06		33.55				33.55				33.55				29.57				0		
2019-11-07		33.63				33.63				33.63				29.64				0		
2019-11-08		33.71				33.71				33.71				29.72				0		
2019-11-11		33.62				33.62				33.62				29.64				0		
2019-11-12		33.64				33.64				33.64				29.65				0		
2019-11-13		33.61				33.61				33.61				29.63				0		
2019-11-14		33.68				33.68				33.68				29.69				0		
2019-11-15		33.93				33.93				33.93				29.91				0		
2019-11-18		33.9				33.9				33.9				29.88				0		
2019-11-19		33.87				33.87				33.87				29.86				0		
2019-11-20		33.74				33.74				33.74				29.74				0		
2019-11-21		33.66				33.66				33.66				29.67				0		
2019-11-22		33.77				33.77				33.77				29.77				0		
2019-11-25		34.07				34.07				34.07				30.03				0		
2019-11-26		34.12				34.12				34.12				30.08				0		
2019-11-27		34.26				34.26				34.26				30.2				0		
2019-11-29		34.09				34.09				34.09				30.05				0		
2019-12-02		33.81				33.81				33.81				29.8				0		
2019-12-03		33.54				33.54				33.54				29.57				0		
2019-12-04		33.79				33.79				33.79				29.79				0		
2019-12-05		33.85				33.85				33.85				29.84				0		
2019-12-06		34.15				34.15				34.15				30.1				0		
2019-12-09		34.06				34.06				34.06				30.02				0		
2019-12-10		34.02				34.02				34.02				29.99				0		
2019-12-11		34.11				34.11				34.11				30.07				0		
2019-12-12		34.47				34.47				34.47				30.39				0		
2019-12-13		34.38				34.38				34.38				30.31				0		
2019-12-16		34.59				34.59				34.59				30.49				0		
2019-12-17		34.05				34.05				34.05				30.5				0		
2019-12-18		34.1				34.1				34.1				30.55				0		
2019-12-19		34.21				34.21				34.21				30.65				0		
2019-12-20		34.4				34.4				34.4				30.82				0		
2019-12-23		34.42				34.42				34.42				30.84				0		
2019-12-24		34.42				34.42				34.42				30.84				0		
2019-12-26		34.5				34.5				34.5				30.91				0		
2019-12-27		34.47				34.47				34.47				30.88				0		
2019-12-30		34.34				34.34				34.34				30.76				0		
2019-12-31		34.47				34.47				34.47				30.88				0		
2020-01-02		34.57				34.57				34.57				30.97				0		
2020-01-03		34.37				34.37				34.37				30.79				0		
2020-01-06		34.42				34.42				34.42				30.84				0		
2020-01-07		34.39				34.39				34.39				30.81				0		
2020-01-08		34.48				34.48				34.48				30.89				0		
2020-01-09		34.65				34.65				34.65				31.04				0		
2020-01-10		34.55				34.55				34.55				30.95				0		
2020-01-13		34.77				34.77				34.77				31.15				0		
2020-01-14		34.82				34.82				34.82				31.19				0		
2020-01-15		34.88				34.88				34.88				31.25				0		
2020-01-16		35.2				35.2				35.2				31.53				0		
2020-01-17		35.28				35.28				35.28				31.61				0		
2020-01-21		35.12				35.12				35.12				31.46				0		
2020-01-22		35.07				35.07				35.07				31.42				0		
2020-01-23		35.16				35.16				35.16				31.5				0		
2020-01-24		34.79				34.79				34.79				31.17				0		
2020-01-27		34.24				34.24				34.24				30.67				0		
2020-01-28		34.54				34.54				34.54				30.94				0		
2020-01-29		34.43				34.43				34.43				30.84				0		
2020-01-30		34.5				34.5				34.5				30.91				0		
2020-01-31		33.84				33.84				33.84				30.32				0		
2020-02-03		34.06				34.06				34.06				30.51				0		
2020-02-04		34.55				34.55				34.55				30.95				0		
2020-02-05		35.06				35.06				35.06				31.41				0		
2020-02-06		35.04				35.04				35.04				31.39				0		
2020-02-07		34.75				34.75				34.75				31.13				0		
2020-02-10		34.91				34.91				34.91				31.27				0		
2020-02-11		35.12				35.12				35.12				31.46				0		
2020-02-12		35.37				35.37				35.37				31.69				0		
2020-02-13		35.31				35.31				35.31				31.63				0		
